req_id,ttft,latency,tpot,tokens
1,92.46666193008423,92.46666193008423,0.19466475402356512,18
0,94.98783588409424,94.98783588409424,0.18949794815795049,18
3,94.98913288116455,94.98913288116455,0.17896784068202543,17
4,94.98933219909668,94.98933219909668,0.18949496310040564,18
2,94.99139308929443,94.99139308929443,0.2000181214537984,19
